ROWNUM;FullName;ShortName;AdmArea;District;PostalCode;Address;ChiefName;ChiefPosition;ChiefGender;ChiefPhone;PublicPhone;Fax;Email;CloseFlag;CloseReason;CloseDate;ReopenDate;WorkingHours;ClarificationOfWorkingHours;Specialization;BeneficialDrugPrescriptions;ExtraInfo;POINT_X;POINT_Y;GLOBALID;
62;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский центр дерматовенерологии и косметологии филиал Тушинский Департамента здравоохранения города Москвы»";"ГБУЗ МНПЦДК филиал Тушинский ДЗМ";"Северо-Западный административный округ";"район Южное Тушино";"125459";"Туристская улица, дом 3";"Долгов Николай Анатольевич";"заместитель главного врача";"мужской";"(499) 493-10-61";"(495) 949-68-80";"(495) 949-68-80";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"кожно-венерологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.423814";"55.845502";"87768002";
63;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский центр дерматовенерологии и косметологии филиал Зеленоградский Департамента здравоохранения города Москвы»";"ГБУЗ МНПЦДК филиал Зеленоградский ДЗМ";"Зеленоградский административный округ";"район Старое Крюково";"124575";"город Зеленоград, корпус 910";"Якупов Ильяс Абдуллович";"заместитель главного врача";"мужской";"(499) 732-05-86";"(499) 731-01-39";"(499) 731-15-61";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"кожно-венерологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.181292";"55.983728";"87768003";
64;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский центр дерматовенерологии и косметологии филиал Бабушкинский Департамента здравоохранения города Москвы». Филиал";"ГБУЗ МНПЦДК филиал Бабушкинский ДЗМ. Филиал";"Северо-Восточный административный округ";"район Ростокино";"129226";"Тайнинская улица, дом 24";"Гилядов Альберт Данилович";"заместитель главного врача";"мужской";"(499) 181-36-42";"(495) 475-49-44";"(499) 181-36-42";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"кожно-венерологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.686887";"55.883991";"87776605";
65;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр дерматовенерологии и косметологии филиал Черемушкинский Департамента здравоохранения города Москвы». Филиал";"ГБУЗ МНПЦДК филиал Черемушкинский ДЗМ. Филиал";"Юго-Западный административный округ";"район Черёмушки";"117461";"Коктебельская улица, дом 6";"Баскакова Инесса Рудольфовна";"заместитель главного врача";"женский";"(499) 744-57-02";"(499) 744-68-63; (499) 744-05-52";"(499) 744-57-02";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"кожно-венерологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.581511";"55.567935";"87776606";
66;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский центр дерматовенерологии и косметологии филиал Бирюлевский Департамента здравоохранения города Москвы». Филиал";"ГБУЗ МНПЦДК филиал Бирюлевский ДЗМ. Филиал";"Южный административный округ";"район Бирюлёво Восточное";"115404";"Липецкая улица, дом 40";"Кладова Анна Юрьевна";"заместитель главного врача";"женский";"(495) 326-54-01";"(495) 326-64-01";"(495) 326-51-44";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"кожно-венерологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.678251";"55.583621";"87776607";
67;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр дерматовенерологии и косметологии филиал Первомайский Департамента здравоохранения города Москвы». Отделение медосмотров";"ГБУЗ МНПЦДК филиал Первомайский ДЗМ. Отделение медосмотров";"Восточный административный округ";"район Измайлово";"105037";"Первомайская улица, дом 113";"Шульгина Инна Геннадьевна";"заместитель главного врача";"женский";"(499) 165-72-83";"(499) 165-72-83";"(499) 165-72-83";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"кожно-венерологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.816144";"55.79374";"87776608";
68;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр дерматовенерологии и косметологии филиал Щелковский Департамента здравоохранения города Москвы». Отделение медосмотров";"ГБУЗ МНПЦДК филиал Щелковский ДЗМ. Отделение медосмотров";"Восточный административный округ";"район Гольяново";"107241";"Амурская улица, дом 19";"Медведева Олеся Владимировна";"заместитель главного врача";"женский";"(495) 462-18-16";"(495) 462-18-14";"(495) 462-18-14";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"кожно-венерологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.788308";"55.813515";"87776609";
69;"Государственное бюджетное учреждение здравоохранения города Москвы «Онкологический клинический диспансер № 1 Департамента здравоохранения города Москвы». Отделение 3";"ГБУЗ ОКД № 1 ДЗМ. Отделение 3";"Центральный административный округ";"Басманный район";"105005";"Волочаевская улица, дом 36";"Сдвижков Александр Михайлович";"главный врач";"мужской";"(499) 261-92-60";"(499) 261-86-41";"(499) 267-57-73";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"онкологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.678931";"55.754036";"87776612";
70;"Государственное бюджетное учреждение здравоохранения города Москвы «Онкологический диспансер № 3 филиал Городской клинической больницы № 57 Департамента здравоохранения города Москвы»";"ГБУЗ ОД № 3 филиал ГКБ № 57 ДЗМ";"Восточный административный округ";"район Измайлово";"105264";"Верхняя Первомайская улица, дом 29";"Стражев Сергей Васильевич";"заведующий филиалом";"мужской";"(499) 163-05-22";"(499) 165-83-40";"(499) 163-05-22";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"онкологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.789247";"55.799481";"87776613";
71;"Государственное бюджетное учреждение здравоохранения города Москвы «Филиал Московского городского научно-практического центра борьбы с туберкулезом по Зеленоградскому административному округу Департамента здравоохранения города Москвы»";"ГКУЗ филиал по ЗелАО МНПЦ БТ ДЗМ";"Зеленоградский административный округ";"район Матушкино";"124305";"город Зеленоград, 1-й Западный проезд, дом 8, строение 1";"Соколова Наталья Николаевна";"заведующий филиалом";"женский";"(499) 734-52-27";"(499) 734-52-27";"(499) 734-52-27";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"противотуберкулёзный";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.196115";"56.010248";"87776614";
72;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр наркологии филиал № 1 Департамента здравоохранения города Москвы»";"ГБУЗ МНПЦ Н филиал № 1 ДЗМ";"Центральный административный округ";"район Замоскворечье";"115035";"Садовническая улица, дом 73, строение 2";"Глазкова Людмила Ивановна";"заведующий филиалом";"женский";"(495) 951-85-01";"(495) 951-83-87";"(495) 951-85-01";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"наркологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.643129";"55.736452";"87776615";
73;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр наркологии филиал № 9 Департамента здравоохранения города Москвы». Филиал";"ГКУЗ МНПЦ Н филиал № 9 ДЗМ. Филиал";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"123103";"проспект Маршала Жукова, дом 64, корпус 2";"Глазкова Людмила Ивановна";"заведующий филиалом";"женский";"(495) 951-85-01";"(495) 951-83-87";"(495) 951-85-01";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"наркологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.458585";"55.779454";"87776616";
74;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр наркологии филиал № 2 Департамента здравоохранения города Москвы»";"ГБУЗ МНПЦ Н филиал № 2 ДЗМ";"Северный административный округ";"Хорошёвский район";"123308";"Куусинена улица, дом 4, корпус 3";"Долгий Сергей Владимирович";"заведующий филиалом";"мужской";"(499) 195-00-50";"(499) 195-30-05";"(499) 195-00-50";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"наркологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.517758";"55.779709";"87776617";
75;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр наркологии филиал № 3 Департамента здравоохранения города Москвы»";"ГБУЗ МНПЦ Н филиал № 3 ДЗМ";"Северо-Восточный административный округ";"Лосиноостровский район";"129336";"Таймырская улица, дом 8, корпус 1";"Зимина Татьяна Анатольевна";"заведующий филиалом";"женский";"(495) 474-78-38";"(495) 474-77-01";"(495) 474-78-38";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"наркологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.702336";"55.884799";"87776618";
76;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр наркологии филиал № 4 Департамента здравоохранения города Москвы»";"ГБУЗ МНПЦ Н филиал № 4 ДЗМ";"Восточный административный округ";"район Соколиная Гора";"105187";"Щербаковская улица, дом 57/20";"Полятыкин Сергей Анатольевич";"заведующий филиалом";"мужской";"(499) 166-73-54";"(499) 166-76-38";"(499) 166-73-54";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"наркологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.741548";"55.783391";"87776619";
77;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр наркологии филиал № 5 Департамента здравоохранения города Москвы»";"ГБУЗ МНПЦ Н филиал № 5 ДЗМ";"Юго-Восточный административный округ";"район Кузьминки";"109462";"Маршала Чуйкова улица, дом 24";"Власовских Роман Владимирович";"заведующий филиалом";"мужской";"(499) 178-18-45";"(499) 178-31-94";"(499) 178-18-45";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"наркологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.760483";"55.698596";"87776620";
78;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр наркологии филиал № 6 Департамента здравоохранения города Москвы»";"ГБУЗ МНПЦ Н филиал № 6 ДЗМ";"Южный административный округ";"Даниловский район";"115280";"2-й Автозаводский проезд, дом 4, строение 1";"Бегунов Валентин Иванович";"заведующий филиалом";"мужской";"(495) 675-45-97";"(495) 675-24-46";"(495) 675-45-97";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"наркологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.659007";"55.705685";"87776621";
79;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр наркологии филиал № 7 Департамента здравоохранения города Москвы»";"ГБУЗ МНПЦ Н филиал № 7 ДЗМ";"Юго-Западный административный округ";"Академический район";"117449";"Шверника улица, дом 10А";"Зыков Олег Владимирович";"заведующий филиалом";"мужской";"(499) 126-34-75";"(499) 126-25-01";"(499) 126-34-75";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"наркологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.585239";"55.691323";"87776622";
80;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр наркологии филиал № 8 Департамента здравоохранения города Москвы»";"ГБУЗ МНПЦ Н филиал № 8 ДЗМ";"Западный административный округ";"район Филёвский Парк";"121096";"Барклая улица, дом 5, строение 6";"Трухачев Сергей Васильевич";"заведующий филиалом";"мужской";"(499) 145-00-44";"(499) 145-00-11";"(499) 145-00-44";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"наркологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.502897";"55.739267";"87776623";
81;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр наркологии филиал № 8 Департамента здравоохранения города Москвы». Филиал 1";"ГБУЗ МНПЦ Н филиал № 8 ДЗМ. Филиал 1";"Западный административный округ";"район Филёвский Парк";"121108";"Кастанаевская улица, дом 26";"Трухачев Сергей Васильевич";"заведующий филиалом";"мужской";"(499) 145-00-44";"(499) 145-00-11";"(499) 145-00-44";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"наркологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.489372";"55.738103";"87776624";
82;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр наркологии филиал № 8 Департамента здравоохранения города Москвы». Филиал 2";"ГБУЗ МНПЦ Н филиал № 8 ДЗМ. Филиал 2";"Западный административный округ";"район Филёвский Парк";"196340";"Боровское шоссе, дом 46";"Трухачев Сергей Васильевич";"заведующий филиалом";"мужской";"(499) 145-00-44";"(499) 145-00-11";"(499) 145-00-44";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"наркологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.348042";"55.636234";"87776625";
83;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр наркологии филиал № 9 Департамента здравоохранения города Москвы»";"ГБУЗ МНПЦ Н филиал № 9 ДЗМ";"Северо-Западный административный округ";"район Покровское-Стрешнево";"125362";"Мещерякова улица, дом 4, корпус 1";"Панченко Светлана Эдуардовна";"заведующий филиалом";"женский";"(495) 491-64-14";"(495) 491-66-82";"(495) 491-64-14";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"наркологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.449858";"55.832861";"87776626";
84;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр наркологии филиал № 9 Департамента здравоохранения города Москвы». Филиал 1";"ГБУЗ МНПЦ Н филиал № 9 ДЗМ. Филиал 1";"Юго-Западный административный округ";"Ломоносовский район";"119313";"Ленинский проспект, дом 89А";"Панченко Светлана Эдуардовна";"заведующий филиалом";"женский";"(495) 491-64-14";"(495) 491-66-82";"(495) 491-64-14";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"наркологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.532757";"55.676606";"87776627";
85;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр наркологии филиал № 9 Департамента здравоохранения города Москвы». Филиал 2";"ГБУЗ МНПЦ Н филиал № 9 ДЗМ. Филиал 2";"Юго-Западный административный округ";"район Северное Бутово";"117216";"Грина улица, дом 3, корпус 2";"Панченко Светлана Эдуардовна";"заведующий филиалом";"женский";"(495) 491-64-14";"(495) 491-66-82";"(495) 491-64-14";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"наркологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.576048";"55.565223";"87776628";
86;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр наркологии филиал № 10 Департамента здравоохранения города Москвы»";"ГБУЗ МНПЦ Н филиал № 10 ДЗМ";"Зеленоградский административный округ";"район Савёлки";"124489";"город Зеленоград, Каштановая аллея улица, дом 8, строение 1";"Квасов Сергей Викторович";"заведующий филиалом";"мужской";"(499) 734-91-33";"(499) 736-47-62";"(499) 734-91-33";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"наркологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.237364";"55.983838";"87776629";
87;"Государственное бюджетное учреждение здравоохранения города Москвы «Центр профилактики и лечения табачной и нехимических зависимостей филиал Московского научно-практического центра наркологии Департамента здравоохранения города Москвы»";"ЦПЛТиНЗ (филиал МНПЦ Н)";"Центральный административный округ";"район Хамовники";"119034";"Остоженка улица, дом 53А";"Кутушев Олег Талгатович";"заведующий филиалом";"мужской";"(499) 245-07-48";"(499) 245-03-85";"(499) 245-07-48";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"наркологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.595551";"55.736567";"87776630";
88;"Государственное казенное учреждение здравоохранения города Москвы «Московский городской научно-практический центр борьбы с туберкулёзом Департамента здравоохранения города Москвы»";"ГКУЗ МНПЦ БТ ДЗМ";"Восточный административный округ";"район Сокольники";"107014";"улица Стромынка, дом 10";"Богородская Елена Михайловна";"директор";"женский";"(499) 268-00-05";"(499) 268-01-31";"(499) 785-20-82";"info@cbt.mosgorzdrav.ru";"действует";"";"";"";"понедельник круглосуточно; вторник круглосуточно; среда круглосуточно; четверг круглосуточно; пятница круглосуточно; суббота круглосуточно; воскресенье круглосуточно";"";"противотуберкулёзный";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"Отделение легочного туберкулёза; Лечебно-диагностическое отделение легочного туберкулёза; 1-е туберкулёзное легочно-хирургическое отделение; 2-е туберкулёзное легочно-хирургическое отделение";"37.689868";"55.792076";"87776631";
89;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр наркологии Департамента здравоохранения города Москвы»";"ГБУЗ МНПЦ Н ДЗМ";"Юго-Восточный административный округ";"район Текстильщики";"109390";"Люблинская улица, дом 37/1";"Брюн Евгений Алексеевич";"директор";"мужской";"(499) 178-35-05";"(495) 660-20-56";"(499) 178-35-05";"info@mnpcn.mosgorzdrav.ru";"действует";"";"";"";"понедельник круглосуточно; вторник круглосуточно; среда круглосуточно; четверг круглосуточно; пятница круглосуточно; суббота круглосуточно; воскресенье круглосуточно";"";"психоневрологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.734469";"55.696577";"87776632";
90;"Государственное казенное учреждение здравоохранения города Москвы «Городской клинико-диагностический центр Московского городского научно-практического центра борьбы с туберкулезом Департамента здравоохранения города Москвы»";"ГКУЗ КДЦ филиал МНПЦ БТ ДЗМ";"Восточный административный округ";"район Преображенское";"107061";"улица Преображенский Вал, дом 19";"Борисов Сергей Евгеньевич";"заведующий филиалом";"мужской";"(499) 161-02-30";"(499) 161-23-61";"(499) 161-23-61";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"противотуберкулёзный";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.716471";"55.792326";"89099132";
91;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр дерматовенерологии и косметологии Центр детской дерматологии и косметологии Департамента здравоохранения города Москвы»";"ГБУЗ МНПЦДК центр детской дерматологии и косметологии ДЗМ";"Северо-Восточный административный округ";"Останкинский район";"129085";"улица Бочкова, дом 4А";"Турбовская Светлана Николаевна";"заведующий филиалом";"женский";"(495) 602-47-30";"(495) 602-47-31";"(495) 602-47-30";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"кожно-венерологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.634774";"55.811328";"91994450";
92;"Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр дерматовенерологии и косметологии филиал Клиника имени В. Г. Короленко Департамента здравоохранения города Москвы». Консультативная поликлиника";"ГБУЗ МНПЦДК филиал Клиника им. В. Г. Короленко ДЗМ. Консультативная поликлиника";"Центральный административный округ";"Красносельский район";"107140";"Краснопрудная улица, дом 30/34, строение 1";"Кузьмина Татьяна Григорьевна";"заведующий отделением";"женский";"(499) 763-27-60";"(499) 264-08-83";"(499) 763-27-25";"";"действует";"";"";"";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"кожно-венерологический";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"37.668246";"55.780098";"91994451";
