region,city,address,installplace,int_cards_support,sbercart,american_express,for_organizations,accepts_money,prints_onepass,access,comments,bank_code,bank_name,org_id,org_name,phone
г. Москва,г. Москва,"ул. Беговая,3,стр. 1","БЦ Норд Стар Тауэр, галлерея второй этаж",да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7982,Тверское ОСБ,(495)448343
г. Москва,г. Москва,"ул. Беговая,3,стр. 1","БЦ Норд Стар Тауэр, галлерея третий этаж",да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7982,Тверское ОСБ,(495)448343
г. Москва,г. Москва,"ул. Беговая,вл. 4",киоск ГИСС,да,нет,да,да,нет,да,24 часа,Ст. м. Беговая,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)7852632
г. Москва,г. Москва,"ул. Беловежская, 1/2","маг. ""Пятёрочка""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Молодежная,99,Сбербанк России,5278,Киевское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Бестужевых,21б","Сбербанк России, Филиал № 7981/1362",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)7448343
г. Москва,г. Москва,"ул. Бестужевых,7,к. 1",Универсам 24,да,нет,да,да,нет,да,24 часа,,99,Сбербанк России,7982,Тверское ОСБ,(495)7448343
г. Москва,г. Москва,"ул. Бибиревская,10","Сбербанк России, Филиал № 7981/1745",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Бибирево,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)7837233
г. Москва,г. Москва,"ул. Бибиревская,10","Сбербанк России, Филиал № 7981/1745",да,да,да,да,да,да,24 часа,Ст. м. Бибирево,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)7837233
г. Москва,г. Москва,"ул. Бибиревская,7,к. 1",Универсам Бибирево 84,да,нет,да,да,да,да,в режиме работы организации,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Бирюлевская, 13, к. 1",магазин Пятерочка,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Царицыно,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Бирюлевская, 38","магазин ""Отдохни"" ООО ""МясновЪ-77""",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Царицыно,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Бирюлевская, 41/7","Сбербанк России, Филиал № 7978/1562",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Царицыно,99,Сбербанк России,7978,Царицынское ОСБ,(495)3295473
г. Москва,г. Москва,"ул. Бирюлевская, 51, к. 1","универсам ""Патэрсон""",да,да,да,да,нет,да,24 часа,,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Бирюлевская, 7, к. 1/1","аптека ""Ригла""",да,да,да,да,нет,да,24 часа,Ст. м. Царицыно,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Бирюлевская,41/7","Сбербанк России, Филиал № 7978/1562",да,нет,да,да,да,да,в режиме работы подразделения,Ст. м. Царицыно,99,Сбербанк России,7978,Царицынское ОСБ,(495)3295473
г. Москва,г. Москва,"ул. Бирюлевская,55,к. 1","Сбербанк России, Филиал № 7978/1483",да,да,да,да,нет,да,24 часа,Ст. м. Царицыно,99,Сбербанк России,7978,Царицынское ОСБ,(495)3298662
г. Москва,г. Москва,"ул. Бирюлевская,55,к. 1","Сбербанк России, Филиал № 7978/1483",да,нет,да,да,да,да,в режиме работы подразделения,Ст. м. Царицыно,99,Сбербанк России,7978,Царицынское ОСБ,(495)3298661
г. Москва,г. Москва,"ул. Бобруйская,23",Банковский колледж № 45,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,5278,Киевское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Богданова, 58","Сбербанк России, Филиал № 7970/1481",да,да,да,да,нет,да,24 часа,Ст. м. Юго-Западная,99,Сбербанк России,7970,Вернадское ОСБ,(495)4354494
г. Москва,г. Москва,"ул. Богданова, 6","Сбербанк России, Филиал № 7970/1460",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,7970,Вернадское ОСБ,(495)4356897
г. Москва,г. Москва,"ул. Богданова, 6,","Сбербанк России, Филиал № 7970/1460",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Проспект Вернадского,99,Сбербанк России,7970,Вернадское ОСБ,(495)4356897
г. Москва,г. Москва,"ул. Богданова,16",магазин Пятерочка,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7970,Вернадское ОСБ,(499)2405647
г. Москва,г. Москва,"ул. Богданова,58","Сбербанк России, Филиал № 7970/1481",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,7970,Вернадское ОСБ,(495)4354494
г. Москва,г. Москва,"ул. Боженко, 8",маг. Пятёрочка,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Молодежная,99,Сбербанк России,5278,Киевское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Болотная, 18","ФНПР ""ПРОФКУРОРТ"" 1- й этаж, за постом охраны",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Новокузнецкая,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Болотниковская, 21, стр. 1","Сбербанк России, Филиал № 7813/1638",да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Каховская,99,Сбербанк России,7813,Донское ОСБ,(495)3186490
г. Москва,г. Москва,"ул. Болотниковская, 52, к. 2","Сбербанк России, Филиал № 7813/1108",да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Нахимовский проспект,99,Сбербанк России,7813,Донское ОСБ,(499)1216012
г. Москва,г. Москва,"ул. Болотниковская,16","Наркологическая Клиническая Больница №17, 5 корпус",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Каховская,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Болотниковская,16","Наркологическая Клиническая Больница №17, корпус 6/1, 2 этаж",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Каховская,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Болотниковская,21/1,к.","Сбербанк России, Филиал № 7813/1638",да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Каховская,99,Сбербанк России,7813,Донское ОСБ,(495)3104655
г. Москва,г. Москва,"ул. Большая Грузинская, 1",Дом Птиц Московского зоопарка,да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Бориса Галушкина,16","Сбербанк России, Филиал № 7811/0708",да,нет,да,да,нет,да,24 часа,,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Бориса Галушкина,16","Сбербанк России, Филиал № 7811/0708",да,нет,да,да,нет,да,24 часа,,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Бориса Галушкина,16","Сбербанк России, Филиал № 7811/0708",да,нет,да,да,нет,да,24 часа,,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Борисовские Пруды, 12, к. 1","Сбербанк России, Филиал № 7978/1733",да,да,да,да,да,да,24 часа,Ст. м. Домодедовская,99,Сбербанк России,7978,Царицынское ОСБ,(495)6559397
г. Москва,г. Москва,"ул. Борисовские Пруды, 36, к. 1","Магазин сети ""Авоська""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Марьино,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Борисовские Пруды,12,к. 1","Сбербанк России, Филиал № 7978/1733",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Каширская,99,Сбербанк России,7978,Царицынское ОСБ,(495)6559397
г. Москва,г. Москва,"ул. Борисовские Пруды,26","Сбербанк России, Филиал № 7978/1484",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Марьино,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Борисовские Пруды,26","Сбербанк России, Филиал № 7978/1484",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Марьино,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Борисовские Пруды,26","Сбербанк России, Филиал № 7978/1484",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Марьино,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Борисовские Пруды,26","Сбербанк России, Филиал № 7978/1484",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Борисовские Пруды,26","Сбербанк России, Филиал № 7978/1484",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Борисовские Пруды,26","Сбербанк России, Филиал № 7978/1484",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Боровая, 20","Сбербанк России, Филиал № 6901/1091",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Авиамоторная,99,Сбербанк России,6901,Лефортовское ОСБ,(495)3605470
г. Москва,г. Москва,"ул. Боровая,10",магазин Пятерочка,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Электрозаводская,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Боровая,20","Сбербанк России, Филиал № 6901/1091",да,нет,да,да,да,да,в режиме работы подразделения,Ст. м. Авиамоторная,99,Сбербанк России,6901,Лефортовское ОСБ,(495)3605470
г. Москва,г. Москва,"ул. Ботаническая,27","Сбербанк России, Филиал № 7981/0541",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(499)7448343
г. Москва,г. Москва,"ул. Ботаническая,27","Сбербанк России, Филиал № 7981/0541",да,да,да,да,нет,да,24 часа,Ст. м. Владыкино,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)6189225
г. Москва,г. Москва,"ул. Бочкова, 4",Федеральное дорожное агентство,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Алексеевская,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Братиславская, 15, к. 1",аптека Ригла,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Братиславская,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Братиславская, 31","магазин ""Пятерочка""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Братиславская,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Братиславская,16,к. 1","Сбербанк России, Филиал № 7977/1715",да,да,да,да,нет,да,24 часа,,99,Сбербанк России,7977,Люблинское ОСБ,(495)2374261
г. Москва,г. Москва,"ул. Братиславская,16,к. 1","Сбербанк России, Филиал № 7977/1715",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Братиславская,20","Закассовая зона магазина ""Пятерочка""",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Братиславская,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Брестская 2-я,5",ГУП Моспроект-2,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Маяковская,99,Сбербанк России,7982,Тверское ОСБ,(495)7448343
г. Москва,г. Москва,"ул. Брянская, 8","Сбербанк России, Филиал № 5278/5278",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Киевская,99,Сбербанк России,5278,Киевское ОСБ,(495)2405647
г. Москва,г. Москва,"ул. Брянская, 8","Сбербанк России, Филиал № 5278/5278",да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Киевская,99,Сбербанк России,5278,Киевское ОСБ,(499)2405367
г. Москва,г. Москва,"ул. Брянская, 8","Сбербанк России, Филиал № 5278/5278",да,да,да,да,нет,да,24 часа,Ст. м. Киевская,99,Сбербанк России,5278,Киевское ОСБ,(495)2405367
г. Москва,г. Москва,"ул. Брянская,8","Сбербанк России, Филиал № 5278/1757",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,5278,Киевское ОСБ,(499)2405367
г. Москва,г. Москва,"ул. Булатниковская, 2, к. а",ТЦ Бирюза,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Пражская,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Булатниковская, 6, к. а","Сбербанк России, Филиал № 7978/1317",да,да,да,да,да,да,24 часа,Ст. м. Пражская,99,Сбербанк России,7978,Царицынское ОСБ,(495)3835747
г. Москва,г. Москва,"ул. Булатниковская,6,к. 1","Сбербанк России, Филиал № 7978/1317",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Пражская,99,Сбербанк России,7978,Царицынское ОСБ,(495)3835747
г. Москва,г. Москва,"ул. Бутлерова,24","Сбербанк России, Филиал № 7813/1257",да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Калужская,99,Сбербанк России,7813,Донское ОСБ,(495)3337407
г. Москва,г. Москва,"ул. Бутлерова,24","Сбербанк России, Филиал № 7813/1257",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Калужская,99,Сбербанк России,7813,Донское ОСБ,(495)3337407
г. Москва,г. Москва,"ул. Бутлерова,30 А","Сбербанк России, Филиал № 7813/1697",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Беляево,99,Сбербанк России,7813,Донское ОСБ,(495)5800009
г. Москва,г. Москва,"ул. Бутлерова,30а","Сбербанк России, Филиал № 7813/1697",да,да,да,да,нет,да,24 часа,Ст. м. Калужская,99,Сбербанк России,7813,Донское ОСБ,(495)5800009
г. Москва,г. Москва,"ул. Бутлерова,30а","Сбербанк России, Филиал № 7813/1697",да,да,да,да,да,да,24 часа,Ст. м. Калужская,99,Сбербанк России,7813,Донское ОСБ,(495)5800009
г. Москва,г. Москва,"ул. Бутырская, 97","Сбербанк России, Филиал № 7981/1180",да,да,да,да,нет,да,24 часа,Ст. м. Дмитровская,99,Сбербанк России,7981,Марьинорощинское ОСБ,(499)7609033
г. Москва,г. Москва,"ул. Бутырская,2","Сбербанк России, Филиал № 7981/1136",да,нет,да,да,нет,да,24 часа,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Бутырская,2","Сбербанк России, Филиал № 7981/1136",да,нет,да,да,нет,да,24 часа,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Бутырская,2","Сбербанк России, Филиал № 7981/1136",да,нет,да,да,да,да,24 часа,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Бутырская,97","Сбербанк России, Филиал № 7981/1180",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)7448343
г. Москва,г. Москва,"ул. Бутырская,вл. 7",киоск ГИСС,да,нет,да,да,нет,да,24 часа,Ст. м. Дмитровская,99,Сбербанк России,7982,Тверское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Бутырская,вл. 7",киоск ГИСС,да,нет,да,да,нет,да,24 часа,Ст. м. Дмитровская,99,Сбербанк России,7982,Тверское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Бутырская,вл. 7",киоск ГИСС,да,нет,да,да,да,да,24 часа,Ст. м. Дмитровская,99,Сбербанк России,7982,Тверское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Бутырский Вал, 52","Сбербанк России, Филиал № 7982/1563",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7982,Тверское ОСБ,(495)7448343
г. Москва,г. Москва,"ул. Бутырский Вал,52","Сбербанк России, Филиал № 7982/1563",да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Белорусская,99,Сбербанк России,7982,Тверское ОСБ,(499)9784314
г. Москва,г. Москва,"ул. Бутырский Вал,52","Сбербанк России, Филиал № 7982/1563",да,да,да,да,нет,да,24 часа,Ст. м. Белорусская,99,Сбербанк России,7982,Тверское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Вавилова, 23, стр. 1","Сбербанк России, Филиал № 7813/1384",да,да,да,да,да,да,24 часа,Ст. м. Академическая,99,Сбербанк России,7813,Донское ОСБ,(499)1264244
г. Москва,г. Москва,"ул. Вавилова, 23, стр. 1","Сбербанк России, Филиал № 7813/1384",да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Ленинский проспект,99,Сбербанк России,7813,Донское ОСБ,(499)1264244
г. Москва,г. Москва,"ул. Вавилова, 91, к. 1","Сбербанк России, Филиал № 7813/1418",да,да,да,да,нет,да,24 часа,Ст. м. Новые Черемушки,99,Сбербанк России,7813,Донское ОСБ,(495)7832321
г. Москва,г. Москва,"ул. Вавилова,13а","ОАО ""Таксомоторный парк-12"" (вход в ""АвтоПрофи"")",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Ленинский проспект,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Вавилова,19",ОПЕРУ СБРФ,да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Ленинский проспект,99,Сбербанк России,0002,ОПЕРУ СБРФ,(495)9575265
г. Москва,г. Москва,"ул. Вавилова,19",ОПЕРУ СБРФ,да,да,да,да,да,да,24 часа,Ст. м. Ленинский проспект,99,Сбербанк России,0002,ОПЕРУ СБРФ,(095)9575266
г. Москва,г. Москва,"ул. Вавилова,19",ОПЕРУ СБРФ,да,да,да,да,да,да,24 часа,Ст. м. Ленинский проспект,99,Сбербанк России,0002,ОПЕРУ СБРФ,(495)9575266
г. Москва,г. Москва,"ул. Вавилова,19",ОПЕРУ СБРФ,да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Ленинский проспект,99,Сбербанк России,0002,ОПЕРУ СБРФ,(495)9575265
г. Москва,г. Москва,"ул. Вавилова,19",ОПЕРУ СБРФ,да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Ленинский проспект,99,Сбербанк России,0002,ОПЕРУ СБРФ,(495)9575265
г. Москва,г. Москва,"ул. Вавилова,19",ОПЕРУ СБРФ,да,да,да,да,нет,да,24 часа,Ст. м. Ленинский проспект,99,Сбербанк России,0002,ОПЕРУ СБРФ,(495)9575265
г. Москва,г. Москва,"ул. Вавилова,19",ОПЕРУ СБРФ,да,да,да,да,да,да,24 часа,Ст. м. Ленинский проспект,99,Сбербанк России,0002,ОПЕРУ СБРФ,(495)9575265
г. Москва,г. Москва,"ул. Вавилова,19",ОПЕРУ СБРФ,да,да,да,да,да,да,24 часа,Ст. м. Ленинский проспект,99,Сбербанк России,0002,ОПЕРУ СБРФ,(495)9575265
г. Москва,г. Москва,"ул. Вавилова,24,к. 1","БЦ Vaviloff Tower, холл",да,нет,да,да,да,да,в режиме работы организации,Ст. м. Ленинский проспект,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Вавилова,24,к. 1","ОАО ""Гипротрубопровод"", сразу после проходной",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Ленинский проспект,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Вавилова,24,к. 1","ОАО <Гипротрубопровод>, сразу после проходной",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Ленинский проспект,99,Сбербанк России,7813,Донское ОСБ,(495)7338491
г. Москва,г. Москва,"ул. Вавилова,3","ТЦ ""Гагаринский"", м-н Ашан, за кассами",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Ленинский проспект,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Вавилова,57",Дарвиновский музей,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Академическая,99,Сбербанк России,7813,Донское ОСБ,(499)2385431
г. Москва,г. Москва,"ул. Вавилова,61",Больница №64 главный корпус,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Академическая,99,Сбербанк России,7813,Донское ОСБ,(499)2385431
г. Москва,г. Москва,"ул. Вавилова,61",Больница №64 хирургический корпус,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Академическая,99,Сбербанк России,7813,Донское ОСБ,(499)2385431
г. Москва,г. Москва,"ул. Вавилова,91,к. 1",ВСП 7813/1418,да,нет,да,да,да,да,в режиме работы организации,Ст. м. Профсоюзная,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Вагоноремонтная,10а",ЗАО Патриот ДСК 7,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7982,Тверское ОСБ,(495)7448343
г. Москва,г. Москва,"ул. Василия Ботылева,1",Мосводоканал,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Василия Петушкова,3",СТС Моторс,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Ватутина,1",Пол-ка № 72 МЧС России,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,5278,Киевское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Введенского,13в","магазин ""Пятерочка""",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Беляево,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Введенского,29",Пятерочка на Введенского,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Коньково,99,Сбербанк России,7813,Донское ОСБ,(499)2385431
г. Москва,г. Москва,"ул. Веерная,3,к. 2","Сбербанк России, Филиал № 7970/1151",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7970,Вернадское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Веерная,3,к. 2","Сбербанк России, Филиал № 7970/1151",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,7970,Вернадское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Велозаводская,2,к. 4","Сбербанк России, Филиал № 7977",да,нет,да,да,да,да,в режиме работы подразделения,Ст. м. Автозаводская,99,Сбербанк России,7977,Люблинское ОСБ,(499)2385431
г. Москва,г. Москва,"ул. Велозаводская,2,к. 4","Сбербанк России, Филиал № 7977",да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Автозаводская,99,Сбербанк России,7977,Люблинское ОСБ,(499)2385431
г. Москва,г. Москва,"ул. Велозаводская,2,к. 4","Сбербанк России, Филиал № 7977",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Автозаводская,99,Сбербанк России,7977,Люблинское ОСБ,(499)2385431
г. Москва,г. Москва,"ул. Велозаводская,2,к. 4","Сбербанк России, Филиал № 7977",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Автозаводская,99,Сбербанк России,7977,Люблинское ОСБ,(499)2385431
г. Москва,г. Москва,"ул. Веневская,10","магазин ""Русь"" (у входа)",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Бульвар адмирала Ушакова,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Вербная,4",Технологический колледж № 21,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Красные ворота,99,Сбербанк России,5281,Стромынское ОСБ,(495)7852632
г. Москва,г. Москва,"ул. Верейская, 29","Сбербанк России, Филиал № 5278/1652",да,да,да,да,нет,да,24 часа,Ст. м. Славянский бульвар,99,Сбербанк России,5278,Киевское ОСБ,(495)4400144
г. Москва,г. Москва,"ул. Верейская, 29","Сбербанк России, Филиал № 5278/1652",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,5278,Киевское ОСБ,(499)2405647
г. Москва,г. Москва,"ул. Верейская,29,стр. 154","БЦ ""Верейская Плаза"", Холл, слева по коридору",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Кунцевская,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Верейская,41",ООО Алмаз Антей,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Кунцевская,99,Сбербанк России,5278,Киевское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Вересковая, 11","Сбербанк России, Филиал № 7811/1497",да,да,да,да,нет,да,24 часа,Ст. м. ВДНХ,99,Сбербанк России,7811,Мещанское ОСБ,(499)1863274
г. Москва,г. Москва,"ул. Верх поля, 65",УФСИН по МО,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Братиславская,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Верхняя, 34",ФГУП НАТИ,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Белорусская,99,Сбербанк России,7982,Тверское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Веткина, 4","ТД ""Эстет""",да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Вешняковская, 24б","Сбербанк России, Филиал № 6901/1234",да,да,да,да,да,да,24 часа,Ст. м. Выхино,99,Сбербанк России,6901,Лефортовское ОСБ,(495)3736430
г. Москва,г. Москва,"ул. Вешняковская, 29б","Сбербанк России, Филиал № 6901/0851",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Выхино,99,Сбербанк России,6901,Лефортовское ОСБ,(495)3731110
г. Москва,г. Москва,"ул. Вешняковская, 36-6-2,","Сбербанк России, Филиал № 6901/1231",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Выхино,99,Сбербанк России,6901,Лефортовское ОСБ,(495)3733226
г. Москва,г. Москва,"ул. Вешняковская,16а",К/т Энтузиаст (Большой зал),да,нет,да,да,да,да,в режиме работы организации,Ст. м. Выхино,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Вешняковская,17а",ТЦ Океан,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Выхино,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Вешняковская,23",ГКБ № 15 им. О.М. Филатова (гл. корпус),да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Выхино,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Вешняковская,23",ГКБ № 15 им. О.М. Филатова (гл. корпус),да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Выхино,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Вешняковская,24б","Сбербанк России, Филиал № 6901/1234",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Выхино,99,Сбербанк России,6901,Лефортовское ОСБ,(495)3733010
г. Москва,г. Москва,"ул. Вешняковская,24б","Сбербанк России, Филиал № 6901/1234",да,нет,да,да,да,да,в режиме работы подразделения,Ст. м. Выхино,99,Сбербанк России,6901,Лефортовское ОСБ,(495)3733010
г. Москва,г. Москва,"ул. Вешняковская,24б/г","Сбербанк России, Филиал № 6901/1234",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,6901,Лефортовское ОСБ,(499)3733618
